学科,年级,学期,知识标签,题型,题目,题目图片,选项A,选项B,选项C,选项D,答案,解析,难度
语文,一年级,下册,,识字应用,“吃”字的意思更可能和什么有关？,,张嘴,看书,下雨,跑步,A,“吃”带口字旁，多和嘴巴有关。,1
语文,一年级,下册,,课文理解,《春夏秋冬》里，池草是什么颜色的？,,白,青,黑,黄,B,课文写“池草青”。,1
语文,一年级,下册,,课文理解,《春夏秋冬》里，山花是什么颜色的？,,蓝,白,红,黑,C,课文写“山花红”。,1
语文,一年级,下册,,课文理解,《春夏秋冬》里，鱼儿会去哪里？,,上山,进洞,回家,出水,D,课文写“鱼出水”。,1
语文,一年级,下册,,课文理解,《春夏秋冬》里，小鸟会飞到哪里？,,入林,上桌,下河,进门,A,课文写“鸟入林”。,1
语文,一年级,下册,,课文理解,《小青蛙》里，小青蛙在保护什么？,,花朵,禾苗,树叶,书本,B,课文写青蛙保护禾苗。,1
语文,一年级,下册,,课文理解,《小青蛙》里，小青蛙帮我们做什么事？,,摘果子,搬石头,吃害虫,种大树,C,青蛙会吃害虫，保护庄稼。,1
语文,一年级,下册,,字谜识字,“左边绿，右边红，左右相遇起凉风”的谜底是什么？,,春,明,林,秋,D,字谜的谜底是“秋”。,2
语文,一年级,下册,,课文理解,《动物儿歌》里，谁在半空展翅飞？,,蜻蜓,蚂蚁,蝌蚪,蚯蚓,A,课文里有“蜻蜓半空展翅飞”。,1
语文,一年级,下册,,课文理解,《动物儿歌》里，谁在花间捉迷藏？,,小鱼,蝴蝶,青蛙,燕子,B,课文里有“蝴蝶花间捉迷藏”。,1
语文,一年级,下册,,课文理解,《动物儿歌》里，谁在土里造宫殿？,,蜻蜓,蝌蚪,蚯蚓,蝴蝶,C,课文里有“蚯蚓土里造宫殿”。,1
语文,一年级,下册,,课文理解,《动物儿歌》里，蚂蚁在地上运什么？,,石头,树叶,羽毛,食粮,D,课文里有“蚂蚁地上运食粮”。,1
语文,一年级,下册,,课文理解,《动物儿歌》里，蝌蚪在池中怎么样？,,游得欢,睡得香,跳得高,飞得快,A,课文里有“蝌蚪池中游得欢”。,1
语文,一年级,下册,,课文理解,《古对今》里，严寒对什么？,,春暖,酷暑,秋凉,晨风,B,课文里有“严寒对酷暑”。,1
语文,一年级,下册,,课文理解,《古对今》里，春暖对什么？,,严寒,酷暑,秋凉,夕阳,C,课文里有“春暖对秋凉”。,1
语文,一年级,下册,,课文理解,《古对今》里，晨对什么？,,春,夏,云,暮,D,课文里有“晨对暮”。,1
语文,一年级,下册,,课文理解,《操场上》里，下面哪个活动最像在操场上进行的？,,跳绳,睡觉,煮饭,洗碗,A,跳绳是常见的操场活动。,1
语文,一年级,下册,,传统文化,《人之初》的开头一句是什么？,,学而时习之,人之初，性本善,春眠不觉晓,远看山有色,B,《人之初》的开头是“人之初，性本善”。,2
语文,一年级,下册,,课文理解,《吃水不忘挖井人》告诉我们应该怎样？,,只记住自己,什么都不记得,不忘帮助过自己的人,不和别人说话,C,课文告诉我们要懂得感恩。,2
语文,一年级,下册,,课文理解,《我多想去看看》里的“我”最想去哪里？,,大海边,动物园,游乐场,北京天安门,D,课文中的孩子最想去北京天安门。,1
语文,一年级,下册,,课文理解,《一个接一个》里，课文中的孩子舍不得什么游戏？,,踩影子,搭积木,踢足球,捉迷藏,A,课文开头写孩子舍不得踩影子的游戏。,2
语文,一年级,下册,,课文理解,《四个太阳》里，绿绿的太阳送给哪个季节？,,春天,夏天,秋天,冬天,B,课文里把绿绿的太阳送给夏天。,1
语文,一年级,下册,,课文理解,《四个太阳》里，金黄的太阳送给哪个季节？,,春天,夏天,秋天,冬天,C,课文里把金黄的太阳送给秋天。,1
语文,一年级,下册,,古诗积累,《静夜思》里，“举头望明月”的下一句是什么？,,疑是地上霜,处处闻啼鸟,花落知多少,低头思故乡,D,这是《静夜思》中的名句。,1
语文,一年级,下册,,课文理解,《夜色》里，课文中的“我”开始最怕什么？,,黑,风,雨,雪,A,课文中的“我”开始害怕夜晚的黑。,1
语文,一年级,下册,,课文理解,《夜色》里，后来谁拉着“我”去散步？,,妈妈,爸爸,奶奶,老师,B,课文里是爸爸拉着“我”去散步。,1
语文,一年级,下册,,传统文化,《端午粽》里，端午节常吃什么？,,月饼,元宵,粽子,饺子,C,端午节有吃粽子的习俗。,1
语文,一年级,下册,,课文理解,《端午粽》里，谁包的粽子十分好吃？,,奶奶,妈妈,姐姐,外婆,D,课文里写外婆包的粽子很好吃。,1
语文,一年级,下册,,课文理解,《彩虹》里，课文把彩虹比作什么？,,一座美丽的桥,一条大鱼,一棵大树,一只小船,A,课文把彩虹比作一座美丽的桥。,1
语文,一年级,下册,,课文理解,《文具的家》告诉我们应该怎样对待文具？,,随手乱扔,及时收好,互相争抢,放在地上,B,文具用完要送回“家”。,1
语文,一年级,下册,,课文理解,《一分钟》里，元元迟到最主要是因为什么？,,跑得太快,书包太轻,多睡了一分钟,天气太冷,C,课文通过元元的经历说明一分钟也很重要。,1
语文,一年级,下册,,课文理解,《动物王国开大会》里，狗熊通知了好几次，主要因为什么？,,声音太小,没人听见,忘了地点,没说清时间,D,狗熊一次次修改通知，是因为第一次没有说清楚时间。,2
语文,一年级,下册,,课文理解,《小猴子下山》最后，小猴子怎么样了？,,空着手回家,带着很多东西回家,抓住了小兔子,摘到了西瓜,A,小猴子见一样爱一样，最后空着手回家。,1
语文,一年级,下册,,课文理解,《棉花姑娘》最后是谁治好了棉花姑娘？,,啄木鸟,七星瓢虫,燕子,青蛙,B,七星瓢虫会吃蚜虫，最后治好了棉花姑娘。,1
语文,一年级,下册,,课文理解,《咕咚》里，小兔听见“咕咚”后，一开始怎么样？,,高兴地笑了,站着不动,吓得跑起来,跑去睡觉,C,小兔以为“咕咚”很可怕，吓得跑起来。,1
语文,一年级,下册,,课文理解,《小壁虎借尾巴》里，小鱼的尾巴可以用来做什么？,,赶蝇子,吓坏别人,挂东西,拨水,D,小鱼的尾巴可以拨水。,1
语文,一年级,下册,,量词运用,下面哪个量词最适合“一（ ）诗”？,,首,条,朵,把,A,诗通常用“首”来搭配。,1
语文,一年级,下册,,量词运用,下面哪个量词最适合“一（ ）桥”？,,只,座,条,把,B,桥通常用“座”来搭配。,1
语文,一年级,下册,,量词运用,下面哪个量词最适合“一（ ）花”？,,把,座,朵,张,C,花通常用“朵”来搭配。,1
语文,一年级,下册,,动词搭配,下面哪个词最适合填“（ ）害虫”？,,喝,坐,住,捉,D,我们常说“捉害虫”。,1
语文,一年级,下册,,动词搭配,下面哪个词最适合填“（ ）故事”？,,讲,洗,跳,住,A,我们常说“讲故事”。,1
语文,一年级,下册,,动词搭配,下面哪个词最适合填“（ ）电话”？,,吃,打,喝,开,B,我们常说“打电话”。,1
语文,一年级,下册,,词语形式,下面哪个词和“飞来飞去”一样？,,高高兴兴,雪白雪白,游来游去,又大又圆,C,“游来游去”也是“来去式”词语。,1
语文,一年级,下册,,词语形式,下面哪个词和“飞来飞去”是同一类？,,开开心心,清清楚楚,红红的,跑来跑去,D,“跑来跑去”也是“来去式”词语。,1
语文,一年级,下册,,词语搭配,下面哪个短语最适合描写荷叶？,,碧绿碧绿的荷叶,碧绿碧绿的石头,碧绿碧绿的月亮,碧绿碧绿的雪花,A,“碧绿碧绿的荷叶”搭配自然。,1
语文,一年级,下册,,词语搭配,下面哪个短语最适合描写棉花？,,雪白雪白的太阳,雪白雪白的棉花,雪白雪白的大海,雪白雪白的泥土,B,“雪白雪白的棉花”搭配自然。,1
语文,一年级,下册,,近义词,“高兴”的近义词是哪一个？,,难过,生气,开心,害怕,C,“高兴”和“开心”意思相近。,1
语文,一年级,下册,,近义词,“爱护”的近义词是哪一个？,,破坏,忘记,离开,保护,D,“爱护”和“保护”意思相近。,1
语文,一年级,下册,,反义词,“大”的反义词是哪一个？,,小,高,远,多,A,“大”和“小”是一对反义词。,1
语文,一年级,下册,,反义词,“来”的反义词是哪一个？,,上,去,里,快,B,“来”和“去”是一对反义词。,1
语文,一年级,下册,,反义词,“前”的反义词是哪一个？,,左,里,后,高,C,“前”和“后”是一对反义词。,1
语文,一年级,下册,,连词成句,下面哪句话最通顺？,,小朋友快乐地操场上在做游戏。,做游戏操场上快乐地小朋友。,操场上做游戏小朋友快乐地在。,小朋友在操场上快乐地做游戏。,D,主语、地点、动作搭配通顺后才是完整句子。,2
语文,一年级,下册,,词语搭配,下面哪个词最适合填“红红的（ ）”？,,苹果,大海,月亮,云朵,A,“红红的苹果”是常见搭配。,1
语文,一年级,下册,,比喻句,弯弯的月亮像什么？,,苹果,小船,铅笔,窗户,B,一年级常见比喻是“弯弯的月亮像小船”。,1
语文,一年级,下册,,标点符号,“你今天去公园了吗”这句话末尾应该用哪个标点？,,句号,感叹号,问号,逗号,C,表示提问，句末要用问号。,1
语文,一年级,下册,,标点符号,“多美的花啊”这句话末尾应该用哪个标点？,,句号,问号,逗号,感叹号,D,表示赞叹，句末常用感叹号。,1
数学,一年级,上册,,数一数,下面哪个数表示“三个苹果”？,,3,2,4,5,A,3表示3个物体。,1
数学,一年级,上册,,数一数,下面哪个数表示“五朵花”？,,3,5,4,6,B,5表示5个物体。,1
数学,一年级,上册,,数一数,下面哪个数表示“七颗星星”？,,6,8,7,9,C,7表示7个物体。,1
数学,一年级,上册,,数一数,下面哪个数表示“十个圆片”？,,8,9,11,10,D,10表示10个物体。,1
数学,一年级,上册,,比多少,3个苹果和5个苹果相比，哪边更多？,,5个苹果,3个苹果,一样多,没法比较,A,5比3大，所以5个苹果更多。,1
数学,一年级,上册,,比多少,小红有4支铅笔，小明也有4支，他们的铅笔怎样？,,小红更多,同样多,小明更多,都没有,B,两个数量都是4，所以同样多。,1
数学,一年级,上册,,比多少,2只兔子和6只兔子相比，哪边更少？,,6只兔子,一样多,2只兔子,没法比较,C,2比6小，所以2只兔子更少。,1
数学,一年级,上册,,大小比较,9和7相比，哪种说法是对的？,,9比7小,9和7一样大,不能比较,9比7大,D,9大于7。,1
数学,一年级,上册,,数的顺序,6后面的一个数是几？,,7,5,8,9,A,按顺序数，6后面是7。,1
数学,一年级,上册,,数的顺序,4前面的一个数是几？,,2,3,5,6,B,按顺序数，4前面是3。,1
数学,一年级,上册,,数的顺序,7和9中间的数是几？,,6,7,8,10,C,7、8、9是连续的三个数。,1
数学,一年级,上册,,数的顺序,10后面的一个数是几？,,9,12,20,11,D,按顺序数，10后面是11。,1
数学,一年级,上册,,数的顺序,13前面的一个数是几？,,12,11,14,15,A,按顺序数，13前面是12。,1
数学,一年级,上册,,几个和第几个,从左往右数，第4个前面有几个？,,2个,3个,4个,5个,B,第4个前面有3个。,1
数学,一年级,上册,,几个和第几个,从右往左数，第2个后面有几个？,,2个,3个,1个,4个,C,第2个后面有1个。,1
数学,一年级,上册,,数的组成,10可以看成几个十？,,10个十,2个十,1个一,1个十,D,10由1个十组成。,1
数学,一年级,上册,,数的组成,15里面有几个十和几个一？,,1个十和5个一,5个十和1个一,1个十和1个一,15个一,A,15由1个十和5个一组成。,1
数学,一年级,上册,,数的组成,19里面有几个十和几个一？,,9个十和1个一,1个十和9个一,1个十和1个一,19个一,B,19由1个十和9个一组成。,1
数学,一年级,上册,,数的组成,20里面有几个十？,,1个十,10个十,2个十,2个一,C,20由2个十组成。,1
数学,一年级,上册,,数的组成,1个十和6个一合起来是几？,,6,10,17,16,D,1个十和6个一合起来是16。,1
数学,一年级,上册,,数的组成,1个十和9个一合起来是几？,,19,10,18,20,A,1个十和9个一合起来是19。,1
数学,一年级,上册,,数的组成,2个十合起来是几？,,2,20,12,22,B,2个十就是20。,1
数学,一年级,上册,,数位认识,数字15中，“1”在什么位上？,,个位,百位,十位,千位,C,15中的1表示1个十，在十位上。,2
数学,一年级,上册,,数位认识,数字18中，“8”表示什么？,,8个十,1个十,18个一,8个一,D,18中的8表示8个一。,2
数学,一年级,上册,,数的分解,13可以写成什么？,,10 + 3,1 + 3,3 + 3,10 + 13,A,13由1个十和3个一组成。,1
数学,一年级,上册,,数的分解,17可以写成什么？,,7 + 7,10 + 7,1 + 7,20 + 7,B,17由1个十和7个一组成。,1
数学,一年级,上册,,大小比较,12和9相比，哪个更大？,,9,一样大,12,都不大,C,12比9大。,1
